satellite_a,satellite_b,norad_a,norad_b,distance_km,relative_speed_km_s,time_to_cpa_seconds,minimum_distance_km,risk,risk_score
STARLINK-38214,STARLINK-38072,100103,100113,11009.300435191377,12.596483861174429,0.0,11009.300435191377,LOW,10
STARLINK-37864,STARLINK-38030,100107,100118,11011.191312667517,12.607216319016818,0.0,11011.191312667517,LOW,10
STARLINK-38241,QPS-SAR-13 (MIKURA-I),100225,100243,11012.81184690708,13.80992504734946,0.0,11012.81184690708,LOW,10
STARLINK-38175,STARLINK-38241,100161,100225,11012.981661966893,12.435198411851673,0.0,11012.981661966893,LOW,10
STARLINK-38152,STARLINK-38167,100157,100257,11013.111601027598,12.577055766107353,0.0,11013.111601027598,LOW,10
STARLINK-38228,CZ-8A R/B,100192,100212,12152.64125982059,11.94410012854931,430.1280434559584,11013.30382915247,LOW,10
STARLINK-38190,STARLINK-38242,100219,100266,11014.351935700683,12.608778922352911,0.0,11014.351935700683,LOW,10
TJS-27A,STARLINK-37832,100174,100231,11015.08005329436,13.065361137338378,0.0,11015.08005329436,LOW,10
STARLINK-38126,STARLINK-38167,100235,100257,11016.304245470033,12.602149913571534,0.0,11016.304245470033,LOW,10
STARLINK-38188,GLOBALSTAR 2-R OBJECT B,100233,100326,11018.158006932039,11.668522705929892,0.0,11018.158006932039,LOW,10
2026-168E,STARLINK-38226,100133,100217,11019.540396700453,11.709213345762702,0.0,11019.540396700453,LOW,10
2026-168J,2026-170C,100137,100145,11452.996497700642,12.095477408297914,257.9549664971773,11019.808379371087,LOW,10
HULIANWANG DIGUI-183,STARLINK-38251,100208,100229,11019.912271370047,13.42880121195429,0.0,11019.912271370047,LOW,10
TIANLIAN 3-01,CZ-8A R/B,100172,100212,11020.231697155614,7.029471338802576,0.0,11020.231697155614,LOW,10
STARLINK-38134,STARLINK-38139,100123,100236,11020.494281308844,13.357901889882747,0.0,11020.494281308844,LOW,10
STARLINK-38173,STARLINK-37832,100151,100231,11022.116568202851,12.880112753234839,3.833210218948544,11022.00598942456,LOW,10
STARLINK-37740,STARLINK-38126,100102,100235,11022.235824479952,11.98865560427995,0.0,11022.235824479952,LOW,10
STARLINK-38165,STARLINK-38251,100191,100229,13133.063668210207,4.66506192732078,1530.5615854132095,11022.49568339563,LOW,10
STARLINK-38174,STARLINK-38115,100104,100111,11023.619172725597,12.62558613720802,0.0,11023.619172725597,LOW,10
HULIANWANG DIGUI-184,STARLINK-38190,100209,100219,11025.846544715316,14.603068600264463,1.7181632762161871,11025.81799671203,LOW,10
STARLINK-38188,GLOBALSTAR 2-R OBJECT A,100233,100325,11026.562536845195,11.696490076491814,0.0,11026.562536845195,LOW,10
SPACEMOBILE-011,STARLINK-38157,100242,100263,11110.683168719881,12.259959664844487,110.58067077166778,11027.661515404616,LOW,10
2026-170C,STARLINK-38104,100145,100185,11027.93073137522,9.403564848483677,0.0,11027.93073137522,LOW,10
2026-168B,STARLINK-38173,100130,100151,11028.457230049824,11.232000644925897,0.0,11028.457230049824,LOW,10
STARLINK-38101,2026-170C,100110,100145,11031.66923216953,12.353221505084976,19.785223838513698,11028.961382995045,LOW,10
STARLINK-38044,STARLINK-38165,100115,100191,11029.06887209353,8.650443612224462,0.0,11029.06887209353,LOW,10
STARLINK-38072,STARLINK-38198,100113,100160,11030.425782718805,12.614426143893937,0.0,11030.425782718805,LOW,10
QPS-SAR-13 (MIKURA-I),STARLINK-38246,100243,100247,11031.758880707075,13.0289114026417,0.0,11031.758880707075,LOW,10
STARLINK-38062,STARLINK-38173,100117,100151,11031.84567416632,12.577226973021165,0.0,11031.84567416632,LOW,10
ELECTRON KICK STAGE R/B,2026-188D,100244,100369,11195.194352100872,11.504881547525123,164.45964216151836,11034.14595351623,LOW,10
STARLINK-38175,STARLINK-38140,100161,100182,11034.671046309582,8.869411074962246,0.0,11034.671046309582,LOW,10
TJS-27A,STARLINK-38255,100174,100269,11184.810665600684,9.85317817115897,185.20519725589236,11034.938890220837,LOW,10
SPACEMOBILE-011,STARLINK-38191,100242,100246,11035.876702596302,11.750834327503163,0.0,11035.876702596302,LOW,10
HULIANWANG DIGUI-186,GLOBALSTAR 2-R OBJECT H,100211,100332,11038.681731138488,8.112949083399036,0.0,11038.681731138488,LOW,10
STARLINK-38151,STARLINK-38184,100168,100180,11039.095204882478,8.510082785432559,0.0,11039.095204882478,LOW,10
HULIANWANG DIGUI-183,STARLINK-38163,100208,100250,11039.63003638716,12.890839710658835,0.0,11039.63003638716,LOW,10
TJS-27A,HULIANWANG DIGUI-178,100174,100203,11614.078990072208,13.244016810386459,271.9288549574264,11041.581879085497,LOW,10
STARLINK-38182,2026-188A,100148,100366,11079.5108394059,12.736517889215717,69.42529556302466,11044.169784060365,LOW,10
STARLINK-38134,2026-168D,100123,100132,11044.435538022206,9.53354862150525,0.0,11044.435538022206,LOW,10
2026-168H,QPS-SAR-13 (MIKURA-I),100136,100243,11109.434004397353,10.23442384051003,117.10577482305384,11044.595844006859,LOW,10
TIANLIAN 3-01,STARLINK-38172,100172,100214,11044.838718480958,15.059884346104166,0.0,11044.838718480958,LOW,10
STARLINK-38182,2026-188B,100148,100367,11081.228673672425,12.73882142413845,69.39508151671554,11045.91112111828,LOW,10
STARLINK-38162,STARLINK-38157,100159,100263,11048.137348997381,12.629979103000553,3.3510002919507067,11048.056283373704,LOW,10
STARLINK-38217,STARLINK-38053,100170,100230,11049.004138638782,12.466845107122799,6.768564613378245,11048.68191345032,LOW,10
STARLINK-38161,STARLINK-38112,100106,100181,13367.575705026771,2.2782042909562987,3302.0052574109823,11049.974178784965,LOW,10
STARLINK-38214,STARLINK-38165,100103,100191,11050.343479121168,8.626245866380364,0.0,11050.343479121168,LOW,10
STARLINK-37991,2026-168D,100124,100132,11050.379089886272,9.546783888934417,0.0,11050.379089886272,LOW,10
STARLINK-37712,TJS-27A,100109,100174,11169.937355872846,11.402681146705737,142.19210295093643,11051.635893773753,LOW,10
PESSOA,ELECTRON R/B,100139,100245,11053.72924803796,7.259651417392915,0.0,11053.72924803796,LOW,10
STARLINK-38150,STARLINK-38254,100167,100222,11053.876792620358,12.44498953987449,2.1861588712771227,11053.843310839202,LOW,10
STARLINK-38100,TJS-27B,100149,100176,11244.142311297132,11.181817795263429,184.0390387200028,11054.221861185066,LOW,10
STARLINK-37207,STARLINK-38176,100184,100189,11054.890688044985,12.681367899193084,0.0,11054.890688044985,LOW,10
STARLINK-38112,STARLINK-38137,100181,100198,11056.242526113492,12.693797886803189,0.0,11056.242526113492,LOW,10
STARLINK-38118,HULIANWANG DIGUI-181,100108,100206,11247.808191624847,4.1834430046160005,493.03450109493417,11057.076725044133,LOW,10
STARLINK-38190,QPS-SAR-13 (MIKURA-I),100219,100243,11105.976373722566,14.500547924838209,71.70743322689219,11057.193733610296,LOW,10
STARLINK-38164,STARLINK-38167,100224,100257,11059.452212474707,12.674817287668874,0.0,11059.452212474707,LOW,10
STARLINK-37740,STARLINK-38164,100102,100224,11059.532407470953,12.063218487444779,0.0,11059.532407470953,LOW,10
STARLINK-38189,ELECTRON KICK STAGE R/B,100213,100244,11121.719234069911,14.437956185316825,80.73618096837549,11060.463950285457,LOW,10
STARLINK-38222,STARLINK-38158,100101,100105,11062.183139525856,12.658479760260352,0.0,11062.183139525856,LOW,10
STARLINK-38188,STARLINK-38279,100233,100262,11062.556641560514,12.681675452250452,2.6699644776176163,11062.5048236675,LOW,10
STARLINK-38189,STARLINK-38053,100213,100230,11062.653133277687,12.715948917619711,0.0,11062.653133277687,LOW,10
CZ-6A R/B,STARLINK-38233,100177,100249,11333.957439215683,12.047907041795593,204.54814852918497,11062.795164252138,LOW,10
STARLINK-38140,STARLINK-38167,100182,100257,11063.37445162755,9.223735745019498,0.0,11063.37445162755,LOW,10
STARLINK-38177,STARLINK-38157,100234,100263,11063.540027959001,12.682885365868755,2.9419144039603315,11063.47711018817,LOW,10
STARLINK-38224,STARLINK-38188,100197,100233,11063.557713903185,8.111840939919599,0.0,11063.557713903185,LOW,10
STARLINK-38113,2026-178A,100112,100237,11069.296840997693,10.55379672544223,0.0,11069.296840997693,LOW,10
STARLINK-38196,SPACEMOBILE-013,100200,100240,11069.36334976205,8.33841770406107,0.0,11069.36334976205,LOW,10
STARLINK-38118,ELECTRON R/B,100108,100245,11069.706937084618,12.215184361433437,0.0,11069.706937084618,LOW,10
STARLINK-38198,HULIANWANG DIGUI-181,100160,100206,11432.509244740568,14.218957044445967,200.58066986729534,11071.04738689919,LOW,10
HULIANWANG DIGUI-183,STARLINK-37717,100208,100226,11144.952168324256,14.207342118720259,90.17260771946852,11071.075290638935,LOW,10
STARLINK-38101,STARLINK-38144,100110,100256,11072.458371474939,12.98742747671279,0.0,11072.458371474939,LOW,10
STARLINK-38198,STARLINK-38157,100160,100263,11073.761936903498,12.690048677464846,0.0,11073.761936903498,LOW,10
STARLINK-38118,STARLINK-38168,100108,100251,11076.23551714667,12.328760554426168,18.124974155191143,11073.981196710107,LOW,10
2026-168J,2026-170D,100137,100146,11495.068395268652,12.334919540183492,249.50457958688284,11075.416887476847,LOW,10
CZ-6A R/B,2026-188D,100177,100369,11075.73720689587,10.997310730352783,0.0,11075.73720689587,LOW,10
STARLINK-38118,SPACEMOBILE-013,100108,100240,11149.177188073549,13.124503032343018,96.32183370234208,11077.274507304917,LOW,10
STARLINK-38200,STARLINK-37947,100232,100261,11077.80697884508,12.694957023754382,2.390720390165798,11077.765403384718,LOW,10
2026-170B,2026-188D,100144,100369,11311.339206419749,11.523908372757962,198.37310004388038,11077.926060700709,LOW,10
STARLINK-38062,STARLINK-38190,100117,100219,11078.3609846213,12.307474106110861,0.0,11078.3609846213,LOW,10
STARLINK-38118,STARLINK-38200,100108,100232,11085.722745229508,12.083499747378124,32.374235071132034,11078.818348113651,LOW,10
SPACEMOBILE-012,STARLINK-38279,100241,100262,11158.675165222929,12.08801692865536,109.57022471836291,11079.790897920726,LOW,10
STARLINK-38217,STARLINK-38233,100170,100249,11082.161525643283,12.64729849936569,3.022003978796569,11082.095618510108,LOW,10
PESSOA,STARLINK-38162,100139,100159,11238.038434298014,9.150484568417891,203.80607536056564,11082.218416396794,LOW,10
STARLINK-38226,STARLINK-38177,100217,100234,11083.273814944376,12.74130305115292,0.18110694356494988,11083.273574729534,LOW,10
STARLINK-38218,STARLINK-38133,100195,100216,11084.422958210114,8.714156840825122,0.0,11084.422958210114,LOW,10
STARLINK-37740,STARLINK-38197,100102,100171,11085.182223275777,12.841145540730384,0.0,11085.182223275777,LOW,10
STARLINK-38115,STARLINK-38232,100111,100260,11085.700214835832,12.844105564348393,0.0,11085.700214835832,LOW,10
HULIANWANG DIGUI-183,SPACEMOBILE-011,100208,100242,11086.558128225653,13.070366213236865,0.0,11086.558128225653,LOW,10
HULIANWANG DIGUI-185,GLOBALSTAR 2-R OBJECT A,100210,100325,11087.553307275874,9.773171840909638,0.0,11087.553307275874,LOW,10
STARLINK-38126,QPS-SAR-13 (MIKURA-I),100235,100243,11087.562646845325,13.958442171463119,0.0,11087.562646845325,LOW,10
HULIANWANG DIGUI-184,STARLINK-37832,100209,100231,11087.564700290226,10.676162443409162,0.0,11087.564700290226,LOW,10
STARLINK-38189,STARLINK-38172,100213,100214,11088.244555737201,12.713986062105258,0.0,11088.244555737201,LOW,10
STARLINK-38075,SPACEMOBILE-011,100227,100242,11088.474672241706,12.193949735058997,0.0,11088.474672241706,LOW,10
STARLINK-38038,2026-168J,100116,100137,11090.670595672646,14.818319050689375,7.998499529198403,11090.037251865848,LOW,10
STARLINK-38088,2026-168B,100114,100130,11090.242139469,10.638859859128194,0.0,11090.242139469,LOW,10
STARLINK-38053,STARLINK-38187,100230,100259,11090.743464800631,12.705304303682926,1.6395544728368887,11090.723901975603,LOW,10
STARLINK-38192,STARLINK-38141,100158,100188,11091.556528832303,8.992097111987926,0.0,11091.556528832303,LOW,10
STARLINK-38134,STARLINK-38179,100123,100150,11092.25741712677,12.588932576183542,0.0,11092.25741712677,LOW,10
STARLINK-38164,QPS-SAR-13 (MIKURA-I),100224,100243,11092.740624518883,14.012137808196563,0.0,11092.740624518883,LOW,10
2026-168D,STARLINK-38249,100132,100221,11092.972702149562,11.744789154442042,0.0,11092.972702149562,LOW,10
STARLINK-38044,STARLINK-38219,100115,100215,11093.437593811646,12.685516632988202,0.0,11093.437593811646,LOW,10
2026-168A,STARLINK-38176,100129,100189,12667.442060713876,9.673271072121608,631.998568436226,11094.56109802307,LOW,10
STARLINK-38217,HULIANWANG DIGUI-180,100170,100205,11095.479296235786,6.525740702754376,0.0,11095.479296235786,LOW,10
STARLINK-38254,2026-188C,100222,100368,11097.298692765153,12.28771130598881,0.0,11097.298692765153,LOW,10
STARLINK-38241,STARLINK-38243,100225,100253,11097.572338213438,12.71528770313866,0.0,11097.572338213438,LOW,10
QPS-SAR-13 (MIKURA-I),STARLINK-38191,100243,100246,11099.345064910545,13.277569028432781,0.0,11099.345064910545,LOW,10
STARLINK-37991,STARLINK-38179,100124,100150,11099.420628275278,12.603591392076819,0.0,11099.420628275278,LOW,10
STARLINK-38113,STARLINK-38136,100112,100166,11101.32393529153,12.71865368844672,10.832229037125876,11100.469006575391,LOW,10
STARLINK-38226,STARLINK-38255,100217,100269,11101.51202837202,12.7208926210409,0.0,11101.51202837202,LOW,10
STARLINK-38081,HULIANWANG DIGUI-178,100153,100203,11102.476722483936,11.087220411202411,0.0,11102.476722483936,LOW,10
STARLINK-38121,STARLINK-37717,100156,100226,11103.448917665082,12.853445108189785,11.007681535073843,11102.547428433789,LOW,10
STARLINK-37375,STARLINK-38144,100228,100256,11102.755950530463,12.718731970879663,0.7436436372002382,11102.751921907233,LOW,10
STARLINK-37864,STARLINK-38149,100107,100169,11104.647764370038,12.547079876556356,0.0,11104.647764370038,LOW,10
STARLINK-38165,HULIANWANG DIGUI-179,100191,100204,12044.202302147944,12.750964859709057,365.5559398710285,11105.679091473947,LOW,10
STARLINK-38135,STARLINK-38144,100122,100256,11105.819378055014,12.298903451031824,0.8637082858110544,11105.814297788995,LOW,10
HULIANWANG DIGUI-183,STARLINK-37721,100208,100220,11106.675574531653,13.756898308254845,0.0,11106.675574531653,LOW,10
2026-170A,2026-188D,100143,100369,11340.470221114689,11.598473749141238,197.0061026267164,11107.888027595496,LOW,10
STARLINK-38243,2026-188D,100253,100369,11108.338713098154,13.020040851218173,0.0,11108.338713098154,LOW,10
STARLINK-38160,STARLINK-38136,100121,100166,11110.155409840556,12.818403506801591,0.0,11110.155409840556,LOW,10
STARLINK-38225,STARLINK-38190,100194,100219,11110.491613560127,9.658310145464933,0.0,11110.491613560127,LOW,10
STARLINK-38196,CZ-8A R/B,100200,100212,12239.538816083827,11.899891690970213,431.00008919257147,11113.10771914083,LOW,10
CZ-6A DEB,STARLINK-38053,100175,100230,11113.172448031026,13.493724288671974,0.0,11113.172448031026,LOW,10
2026-168G,STARLINK-38254,100135,100222,11114.180779759992,11.817476252057384,4.22637380199628,11114.068557237068,LOW,10
HULIANWANG DIGUI-185,GLOBALSTAR 2-R OBJECT B,100210,100326,11114.89229203959,9.778720563348447,0.0,11114.89229203959,LOW,10
STARLINK-38072,STARLINK-38162,100113,100159,11116.081219497511,12.62553872756529,9.373362520818363,11115.45124747272,LOW,10
STARLINK-38096,ELECTRON KICK STAGE R/B,100119,100244,11116.793932478811,14.464084234254768,0.0,11116.793932478811,LOW,10
STARLINK-38214,STARLINK-38219,100103,100215,11116.817221565458,12.6887009759241,0.0,11116.817221565458,LOW,10
STARLINK-37832,STARLINK-38232,100231,100260,11117.823984658977,12.738436563581399,2.031460440337185,11117.793868485176,LOW,10
CZ-6A DEB,HULIANWANG DIGUI-179,100175,100204,11451.962976880337,14.016932933291073,195.5404980935939,11119.129622072927,LOW,10
STARLINK-38189,STARLINK-38280,100213,100265,11120.72905178346,12.755778474249535,0.0,11120.72905178346,LOW,10
STARLINK-38079,HULIANWANG DIGUI-183,100165,100208,11121.610158047095,13.887728696008331,0.0,11121.610158047095,LOW,10
CZ-8A R/B,STARLINK-38189,100212,100213,11647.82635245475,10.714187736405318,322.9995857600546,11121.850796011056,LOW,10
STARLINK-38130,HULIANWANG DIGUI-184,100187,100209,11749.647554503732,6.06877326995887,624.3898465053522,11121.851088088508,LOW,10
TJS-27A,CZ-8A R/B,100174,100212,11495.393605105142,13.719616015398683,211.77066098823497,11122.169498924419,LOW,10
STARLINK-38241,SPACEMOBILE-013,100225,100240,11122.81317866743,12.796065047270215,0.0,11122.81317866743,LOW,10
TJS-27B,STARLINK-38188,100176,100233,11124.63708776309,12.344040587444145,0.0,11124.63708776309,LOW,10
STARLINK-38132,STARLINK-38133,100154,100216,11126.528774333254,12.71486138863793,14.292078700309858,11125.044707937363,LOW,10
2026-170B,HULIANWANG DIGUI-183,100144,100208,11126.670148516614,13.024232582491948,0.0,11126.670148516614,LOW,10
STARLINK-38096,STARLINK-38197,100119,100171,11127.567662009802,12.633894266589088,8.034991147061847,11127.104616072796,LOW,10
STARLINK-38088,STARLINK-38172,100114,100214,11127.1584455075,12.428932878262462,0.0,11127.1584455075,LOW,10
STARLINK-38214,STARLINK-38221,100103,100248,11130.078165448349,13.099624400203497,16.833260256686042,11127.89358231494,LOW,10
STARLINK-38100,STARLINK-38111,100149,100152,11128.376711646277,12.730915025737415,0.3406675600579127,11128.375866525068,LOW,10
STARLINK-38160,STARLINK-38135,100121,100122,11128.798754835783,12.744052255260325,0.5401612914010727,11128.796625796072,LOW,10
STARLINK-38044,STARLINK-38221,100115,100248,11131.597704046353,13.11746446462254,17.504854945490468,11129.229192354811,LOW,10
STARLINK-38190,ELECTRON KICK STAGE R/B,100219,100244,11183.197905607281,14.53606859821694,75.34687217708098,11129.436137651675,LOW,10
STARLINK-38255,GLOBALSTAR 2-R OBJECT A,100269,100325,11422.333991104491,11.66144592663367,220.34082792511418,11129.574175344998,LOW,10
STARLINK-38161,STARLINK-38219,100106,100215,11141.032599858849,12.262951339611535,41.15143939382326,11129.59782653063,LOW,10
STARLINK-38168,STARLINK-37947,100251,100261,11130.92279932462,12.7894739350323,0.5832121741826567,11130.92030014537,LOW,10
2026-168E,STARLINK-38182,100133,100148,11210.297772600905,13.217616837314768,100.26305122131579,11131.689845634295,LOW,10
STARLINK-38174,SPACEMOBILE-013,100104,100240,11131.918828815444,11.041023941246978,0.0,11131.918828815444,LOW,10
STARLINK-38118,STARLINK-38115,100108,100111,11133.487538257215,12.737533463145787,0.0,11133.487538257215,LOW,10
HULIANWANG DIGUI-180,GLOBALSTAR 2-R OBJECT A,100205,100325,11133.808596620236,14.678377986121124,0.0,11133.808596620236,LOW,10
STARLINK-38251,2026-178A,100229,100237,11134.77635212907,11.853671896246428,11.569372819383037,11133.93179231445,LOW,10
HULIANWANG DIGUI-185,STARLINK-38226,100210,100217,11134.948777968511,14.489913404841856,0.0,11134.948777968511,LOW,10
STARLINK-38182,STARLINK-38179,100148,100150,11135.241216383429,12.741331116849917,0.47648041427202337,11135.239561413455,LOW,10
2026-168A,STARLINK-38173,100129,100151,11137.699789669863,11.41642724772559,0.0,11137.699789669863,LOW,10
STARLINK-37207,HULIANWANG DIGUI-180,100184,100205,12105.261578296597,10.79754016461296,438.9663556464688,11138.763972044788,LOW,10
HULIANWANG DIGUI-180,GLOBALSTAR 2-R OBJECT B,100205,100326,11138.79694801533,14.67511959526568,0.0,11138.79694801533,LOW,10
STARLINK-38149,STARLINK-37207,100169,100184,11139.64001248707,8.4999017959676,0.0,11139.64001248707,LOW,10
STARLINK-38255,GLOBALSTAR 2-R OBJECT B,100269,100326,11432.082665581987,11.688778792398086,219.69448074520696,11139.932430177898,LOW,10
STARLINK-38088,STARLINK-38280,100114,100265,11141.53564481906,12.604427301956424,0.0,11141.53564481906,LOW,10
STARLINK-38088,STARLINK-38200,100114,100232,11143.06970118574,13.47867421562719,10.6234551721058,11142.149656293193,LOW,10
STARLINK-38228,SPACEMOBILE-013,100192,100240,11142.489179996071,8.217740083737764,0.0,11142.489179996071,LOW,10
HULIANWANG DIGUI-180,GLOBALSTAR 2-R OBJECT C,100205,100327,11145.601333513569,14.670292607020192,0.0,11145.601333513569,LOW,10
STARLINK-38115,STARLINK-38227,100111,100193,11145.74955861901,8.548316201478745,0.0,11145.74955861901,LOW,10
STARLINK-38225,STARLINK-38241,100194,100225,13072.039064564387,3.6984983532021816,1846.058127327309,11147.264109950474,LOW,10
STARLINK-38165,STARLINK-37717,100191,100226,11148.350154326623,9.37260302429163,0.0,11148.350154326623,LOW,10
STARLINK-38151,STARLINK-38148,100168,100199,11148.831126177094,8.345147268667434,0.0,11148.831126177094,LOW,10
STARLINK-38113,STARLINK-38104,100112,100185,11149.290138452183,8.732351278118433,0.0,11149.290138452183,LOW,10
STARLINK-38160,STARLINK-38221,100121,100248,11149.521888636675,12.355555988314734,4.810207681017026,11149.363483563684,LOW,10
STARLINK-38152,STARLINK-38175,100157,100161,11150.101867422418,12.770075687640462,0.6384934954715015,11150.098886222337,LOW,10
HULIANWANG DIGUI-180,GLOBALSTAR 2-R OBJECT D,100205,100328,11150.98403354213,14.666309910431464,0.0,11150.98403354213,LOW,10
STARLINK-38101,STARLINK-38113,100110,100112,11151.715336106663,12.771709207778123,0.0,11151.715336106663,LOW,10
STARLINK-38233,STARLINK-38187,100249,100259,11152.517160156607,12.816303741717055,0.542872086454488,11152.51498986669,LOW,10
HULIANWANG DIGUI-185,GLOBALSTAR 2-R OBJECT C,100210,100327,11152.88375119845,9.786101332140312,0.0,11152.88375119845,LOW,10
STARLINK-38255,GLOBALSTAR 2-R OBJECT C,100269,100327,11445.654343170561,11.726681552433782,218.82104814755655,11154.300412466087,LOW,10
STARLINK-38038,STARLINK-38096,100116,100119,11155.96409662078,12.776642370482262,0.42756040491782915,11155.96275912827,LOW,10
STARLINK-38186,STARLINK-38217,100162,100170,11155.993695197818,12.773346217754971,0.5930913219249999,11155.991122941155,LOW,10
HULIANWANG DIGUI-180,GLOBALSTAR 2-R OBJECT E,100205,100329,11156.172539565516,14.662446136381005,0.0,11156.172539565516,LOW,10
CZ-8A R/B,STARLINK-38144,100212,100256,11156.336446913841,10.90149952998412,0.0,11156.336446913841,LOW,10
HULIANWANG DIGUI-181,STARLINK-38157,100206,100263,11156.670753539807,7.077411403457604,0.0,11156.670753539807,LOW,10
STARLINK-38132,STARLINK-38185,100154,100202,11157.667433592937,8.234543096695614,0.0,11157.667433592937,LOW,10
STARLINK-38135,STARLINK-38198,100122,100160,11159.345113042082,12.905809359113885,7.307432433962099,11158.946603102291,LOW,10
2026-168H,HULIANWANG DIGUI-184,100136,100209,11254.231251250207,10.945234894247452,133.4772477357788,11159.004250881011,LOW,10
2026-170D,STARLINK-38136,100146,100166,11174.382689142532,12.511808147400862,45.677258017620424,11159.758528598966,LOW,10
STARLINK-38095,STARLINK-38221,100179,100248,11160.692510135616,7.977958842994695,0.0,11160.692510135616,LOW,10
STARLINK-38101,STARLINK-38160,100110,100121,11163.339895373478,12.769754308300236,0.0,11163.339895373478,LOW,10
HULIANWANG DIGUI-180,GLOBALSTAR 2-R OBJECT F,100205,100330,11163.439892054443,14.656529645418876,0.0,11163.439892054443,LOW,10
2026-170A,HULIANWANG DIGUI-183,100143,100208,11163.88455827125,12.977639081474983,0.0,11163.88455827125,LOW,10
STARLINK-38246,STARLINK-38144,100247,100256,11163.976256681077,12.83094472839837,0.5180303638228158,11163.974277986154,LOW,10
STARLINK-38174,STARLINK-38243,100104,100253,11164.653284973283,12.407403858696831,0.0,11164.653284973283,LOW,10
STARLINK-38096,QPS-SAR-13 (MIKURA-I),100119,100243,11165.002572057529,14.413331565137568,0.0,11165.002572057529,LOW,10
STARLINK-38101,YINLI-1 R/B,100110,100138,11165.020754994217,14.942783954825641,0.0,11165.020754994217,LOW,10
STARLINK-38139,STARLINK-38263,100236,100264,11165.164213309097,12.793662924923296,2.5603394257280856,11165.116163604738,LOW,10
STARLINK-38098,STARLINK-38159,100164,100186,11165.159884182805,8.644959181214254,0.0,11165.159884182805,LOW,10
STARLINK-38221,STARLINK-38154,100248,100258,11165.503643109747,12.83295376284716,0.4279034117653087,11165.502292790461,LOW,10
CZ-6A DEB,STARLINK-38199,100175,100218,11207.347765284183,9.028975336219863,107.08122860100507,11165.566550306354,LOW,10
STARLINK-38255,GLOBALSTAR 2-R OBJECT D,100269,100328,11456.295641218485,11.756589940436868,218.11787362328624,11165.615095177713,LOW,10
STARLINK-38190,STARLINK-37832,100219,100231,11165.69472519263,12.81275056131771,0.0,11165.69472519263,LOW,10
2026-168J,STARLINK-37721,100137,100220,11174.22053366106,12.450637362479466,33.31482064309822,11166.519295111162,LOW,10
STARLINK-38224,STARLINK-38266,100197,100255,13278.742406147607,3.975343592908846,1807.3720363519499,11166.998471596089,LOW,10
STARLINK-38088,2026-168A,100114,100129,11167.652517763967,10.831931335667091,0.0,11167.652517763967,LOW,10
STARLINK-38088,2026-170E,100114,100147,11171.284794886518,12.59397693252022,16.07161156475504,11169.451015152039,LOW,10
HULIANWANG DIGUI-180,GLOBALSTAR 2-R OBJECT G,100205,100331,11169.743039107421,14.651048779302611,0.0,11169.743039107421,LOW,10
HULIANWANG DIGUI-181,STARLINK-38226,100206,100217,11365.385552910724,14.135329594201389,148.13737784222582,11170.822513901863,LOW,10
2026-168H,ELECTRON KICK STAGE R/B,100136,100244,11229.655441435318,10.350425605106011,108.87337012411272,11172.971400315619,LOW,10
2026-168A,TIANLIAN 3-01,100129,100172,11175.225848568234,14.909798530683771,0.0,11175.225848568234,LOW,10
HULIANWANG DIGUI-180,GLOBALSTAR 2-R OBJECT H,100205,100332,11175.96394792962,14.64548151433216,0.0,11175.96394792962,LOW,10
STARLINK-38255,GLOBALSTAR 2-R OBJECT E,100269,100329,11466.142294616215,11.784747846551204,217.4419501174751,11176.13619656749,LOW,10
STARLINK-38161,STARLINK-37991,100106,100124,11176.182595048054,12.82213930494835,1.058217922713521,11176.174358449805,LOW,10
STARLINK-38158,STARLINK-38141,100105,100188,11176.899631901402,8.36677980827448,0.0,11176.899631901402,LOW,10
PESSOA,STARLINK-38139,100139,100236,11651.696725568878,8.274431993289644,397.5650886203214,11177.674268138731,LOW,10
STARLINK-38072,STARLINK-38177,100113,100234,11192.121228546634,12.395051728350866,44.51237843900014,11178.513677307588,LOW,10
HULIANWANG DIGUI-184,STARLINK-38053,100209,100230,11179.792882927431,11.017220211257621,0.0,11179.792882927431,LOW,10
STARLINK-38115,STARLINK-38075,100111,100227,11192.430589928243,13.24350992882436,37.702707108962414,11181.287308123561,LOW,10
STARLINK-38135,STARLINK-38095,100122,100179,11181.298562037457,8.79618148615106,0.0,11181.298562037457,LOW,10
STARLINK-38179,TJS-27A,100150,100174,11314.324292363204,10.648135530537912,161.83097785311523,11182.330803871639,LOW,10
HULIANWANG DIGUI-185,GLOBALSTAR 2-R OBJECT D,100210,100328,11182.820944427029,9.79215952138838,0.0,11182.820944427029,LOW,10
STARLINK-38184,STARLINK-38200,100180,100232,12899.884243731107,0.965877506407015,6655.9624290268075,11183.781706713471,LOW,10
STARLINK-37712,STARLINK-38182,100109,100148,11185.468987833547,12.820739806145639,11.18534716299,11184.549684654236,LOW,10
STARLINK-38142,STARLINK-38254,100183,100222,11185.341636078274,8.999020940302382,0.0,11185.341636078274,LOW,10
STARLINK-38158,2026-188D,100105,100369,11185.880546510643,14.314866266026048,0.0,11185.880546510643,LOW,10
STARLINK-37717,STARLINK-38191,100226,100246,11186.982682841079,12.86403344725805,0.8608232578314522,11186.977202097916,LOW,10
HULIANWANG DIGUI-182,STARLINK-38249,100207,100221,11224.106763407326,14.665185974610687,61.72528157344016,11187.544973910806,LOW,10
